AnswerID-MenuID-situation.key,AnswerID,MenuID,VirtualFlag,situation,menu_calorie,menu_salt,menu_genre,menu_foodstuff,menu_foodstyle,rating,reason_healthy,reason_easy2eat,reason_high_calorie,reason_plenty,reason_quick2eat,reason_usual_food,reason_solty_food,reason_fat_food,reason_sour_food,reason_spicy_food,reason_sweet_food,reason_bitter_food,reason_umami_food,reason_strong_food,reason_lasting_satisfactory_food,reason_warm_food,reason_favorite_foodstuff,reason_favorite_food_type,reason_favorite_genre,user_gender,user_age_class_5,user_height,user_weight,user_occupation,user_frequency_book,user_frequency_comic,user_genre_book,user_frequency_kando_book,user_frequency_tv,user_frequency_kando_tv,user_imagination,user_diff_imagination,user_frequency_handmade,user_frequency_bento,user_frequency_eatout,user_body_style,user_enough_sports,user_frequency_physical_work,user_frequency_smoking,user_frequency_drinking,user_eat_correct,user_eat_speed,concious_food,concious_health,concious_easy2eat,concious_highcalorie,concious_size,concious_usual,concious_satisfaction,concious_solt,concious_fat,concious_sour,concious_sweet,concious_spicy,concious_bitter,concious_umami,concious_strong,concious_genre,like_japanese,like_chineese,like_western,concious_foodtype,like_noodle,like_bowl,like_set_menu,concious_foodstuff,like_fish,like_beaf,like_pork,like_chicken,like_vegetable,situation_virtual_hungryness,situation_real_hungryness
2-2-hungry,2,2,0,hungry,large,large,Japanese,beef,SET,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25-29,normal,heavy,1,3,2,1,3,1,1,1,2,3,1,1,1,1,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,hungry
6-6-hungry,6,6,0,hungry,large,small,Western,beef,DON,1,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,2,2,2,3,1,-24,tall,normal,10,4,4,3,2,2,2,1,2,1,3,4,3,4,5,5,5,4,4,3,3,2,3,2,2,2,2,3,4,1,2,4,2,2,3,4,1,2,4,2,2,3,2,2,3,3,2,3,NA,hungry
6-6-full,6,6,1,full,large,small,Western,beef,DON,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,-24,tall,normal,10,4,4,3,2,2,2,1,2,1,3,4,3,4,5,5,5,4,4,3,3,2,3,2,2,2,2,3,4,1,2,4,2,2,3,4,1,2,4,2,2,3,2,2,3,3,2,3,full,hungry
6-6-normal,6,6,1,normal,large,small,Western,beef,DON,4,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,1,-24,tall,normal,10,4,4,3,2,2,2,1,2,1,3,4,3,4,5,5,5,4,4,3,3,2,3,2,2,2,2,3,4,1,2,4,2,2,3,4,1,2,4,2,2,3,2,2,3,3,2,3,normal,hungry
6-7-full,6,7,1,full,large,large,Chinese,none,MEN,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,-24,tall,normal,10,4,4,3,2,2,2,1,2,1,3,4,3,4,5,5,5,4,4,3,3,2,3,2,2,2,2,3,4,1,2,4,2,2,3,4,1,2,4,2,2,3,2,2,3,3,2,3,full,hungry
6-7-hungry,6,7,0,hungry,large,large,Chinese,none,MEN,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,1,3,2,2,1,-24,tall,normal,10,4,4,3,2,2,2,1,2,1,3,4,3,4,5,5,5,4,4,3,3,2,3,2,2,2,2,3,4,1,2,4,2,2,3,4,1,2,4,2,2,3,2,2,3,3,2,3,NA,hungry
6-7-normal,6,7,1,normal,large,large,Chinese,none,MEN,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,1,-24,tall,normal,10,4,4,3,2,2,2,1,2,1,3,4,3,4,5,5,5,4,4,3,3,2,3,2,2,2,2,3,4,1,2,4,2,2,3,4,1,2,4,2,2,3,2,2,3,3,2,3,normal,hungry
6-13-normal,6,13,1,normal,small,large,Japanese,fish,MEN,5,3,4,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,-24,tall,normal,10,4,4,3,2,2,2,1,2,1,3,4,3,4,5,5,5,4,4,3,3,2,3,2,2,2,2,3,4,1,2,4,2,2,3,4,1,2,4,2,2,3,2,2,3,3,2,3,normal,hungry
6-13-full,6,13,1,full,small,large,Japanese,fish,MEN,5,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,-24,tall,normal,10,4,4,3,2,2,2,1,2,1,3,4,3,4,5,5,5,4,4,3,3,2,3,2,2,2,2,3,4,1,2,4,2,2,3,4,1,2,4,2,2,3,2,2,3,3,2,3,full,hungry
6-13-hungry,6,13,0,hungry,small,large,Japanese,fish,MEN,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,1,-24,tall,normal,10,4,4,3,2,2,2,1,2,1,3,4,3,4,5,5,5,4,4,3,3,2,3,2,2,2,2,3,4,1,2,4,2,2,3,4,1,2,4,2,2,3,2,2,3,3,2,3,NA,hungry
6-15-hungry,6,15,0,hungry,small,large,Japanese,fish,SET,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,1,-24,tall,normal,10,4,4,3,2,2,2,1,2,1,3,4,3,4,5,5,5,4,4,3,3,2,3,2,2,2,2,3,4,1,2,4,2,2,3,4,1,2,4,2,2,3,2,2,3,3,2,3,NA,hungry
6-15-full,6,15,1,full,small,large,Japanese,fish,SET,5,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,-24,tall,normal,10,4,4,3,2,2,2,1,2,1,3,4,3,4,5,5,5,4,4,3,3,2,3,2,2,2,2,3,4,1,2,4,2,2,3,4,1,2,4,2,2,3,2,2,3,3,2,3,full,hungry
6-15-normal,6,15,1,normal,small,large,Japanese,fish,SET,5,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,1,-24,tall,normal,10,4,4,3,2,2,2,1,2,1,3,4,3,4,5,5,5,4,4,3,3,2,3,2,2,2,2,3,4,1,2,4,2,2,3,4,1,2,4,2,2,3,2,2,3,3,2,3,normal,hungry
6-20-hungry,6,20,0,hungry,small,large,Japanese,vegetable,MEN,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,-24,tall,normal,10,4,4,3,2,2,2,1,2,1,3,4,3,4,5,5,5,4,4,3,3,2,3,2,2,2,2,3,4,1,2,4,2,2,3,4,1,2,4,2,2,3,2,2,3,3,2,3,NA,hungry
6-20-full,6,20,1,full,small,large,Japanese,vegetable,MEN,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,1,-24,tall,normal,10,4,4,3,2,2,2,1,2,1,3,4,3,4,5,5,5,4,4,3,3,2,3,2,2,2,2,3,4,1,2,4,2,2,3,4,1,2,4,2,2,3,2,2,3,3,2,3,full,hungry
6-20-normal,6,20,1,normal,small,large,Japanese,vegetable,MEN,4,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,1,-24,tall,normal,10,4,4,3,2,2,2,1,2,1,3,4,3,4,5,5,5,4,4,3,3,2,3,2,2,2,2,3,4,1,2,4,2,2,3,4,1,2,4,2,2,3,2,2,3,3,2,3,normal,hungry
6-20-normal,6,20,0,normal,small,large,Japanese,vegetable,MEN,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,-24,tall,normal,10,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,3,1,1,3,1,1,2,3,1,1,3,1,1,2,1,1,2,2,1,2,NA,normal
6-20-hungry,6,20,1,hungry,small,large,Japanese,vegetable,MEN,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,1,-24,tall,normal,10,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,3,1,1,3,1,1,2,3,1,1,3,1,1,2,1,1,2,2,1,2,hungry,normal
6-20-full,6,20,1,full,small,large,Japanese,vegetable,MEN,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,-24,tall,normal,10,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,3,1,1,3,1,1,2,3,1,1,3,1,1,2,1,1,2,2,1,2,full,normal
6-15-full,6,15,1,full,small,large,Japanese,fish,SET,3,2,2,2,1,2,2,3,2,1,2,2,2,2,3,2,2,2,2,2,1,-24,tall,normal,10,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,3,1,1,3,1,1,2,3,1,1,3,1,1,2,1,1,2,2,1,2,full,normal
6-15-hungry,6,15,1,hungry,small,large,Japanese,fish,SET,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,-24,tall,normal,10,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,3,1,1,3,1,1,2,3,1,1,3,1,1,2,1,1,2,2,1,2,hungry,normal
6-15-normal,6,15,0,normal,small,large,Japanese,fish,SET,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,1,-24,tall,normal,10,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,3,1,1,3,1,1,2,3,1,1,3,1,1,2,1,1,2,2,1,2,NA,normal
6-13-full,6,13,1,full,small,large,Japanese,fish,MEN,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-24,tall,normal,10,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,3,1,1,3,1,1,2,3,1,1,3,1,1,2,1,1,2,2,1,2,full,normal
6-13-hungry,6,13,1,hungry,small,large,Japanese,fish,MEN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,-24,tall,normal,10,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,3,1,1,3,1,1,2,3,1,1,3,1,1,2,1,1,2,2,1,2,hungry,normal
6-13-normal,6,13,0,normal,small,large,Japanese,fish,MEN,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-24,tall,normal,10,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,3,1,1,3,1,1,2,3,1,1,3,1,1,2,1,1,2,2,1,2,NA,normal
6-7-normal,6,7,0,normal,large,large,Chinese,none,MEN,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,-24,tall,normal,10,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,3,1,1,3,1,1,2,3,1,1,3,1,1,2,1,1,2,2,1,2,NA,normal
6-7-full,6,7,1,full,large,large,Chinese,none,MEN,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-24,tall,normal,10,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,3,1,1,3,1,1,2,3,1,1,3,1,1,2,1,1,2,2,1,2,full,normal
6-7-hungry,6,7,1,hungry,large,large,Chinese,none,MEN,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,1,1,1,-24,tall,normal,10,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,3,1,1,3,1,1,2,3,1,1,3,1,1,2,1,1,2,2,1,2,hungry,normal
6-6-full,6,6,1,full,large,small,Western,beef,DON,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-24,tall,normal,10,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,3,1,1,3,1,1,2,3,1,1,3,1,1,2,1,1,2,2,1,2,full,normal
6-6-hungry,6,6,1,hungry,large,small,Western,beef,DON,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,1,-24,tall,normal,10,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,3,1,1,3,1,1,2,3,1,1,3,1,1,2,1,1,2,2,1,2,hungry,normal
6-6-normal,6,6,0,normal,large,small,Western,beef,DON,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,-24,tall,normal,10,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,3,1,1,3,1,1,2,3,1,1,3,1,1,2,1,1,2,2,1,2,NA,normal
8-3-full,8,3,1,full,large,small,Chinese,pork,SET,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,40-44,tall,normal,1,3,4,5,2,2,2,2,3,2,6,1,2,2,4,5,2,2,2,3,3,3,3,2,3,2,2,2,3,2,3,4,2,2,3,3,2,2,3,4,3,3,2,3,2,2,2,3,full,hungry
8-3-hungry,8,3,0,hungry,large,small,Chinese,pork,SET,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,1,40-44,tall,normal,1,3,4,5,2,2,2,2,3,2,6,1,2,2,4,5,2,2,2,3,3,3,3,2,3,2,2,2,3,2,3,4,2,2,3,3,2,2,3,4,3,3,2,3,2,2,2,3,NA,hungry
8-3-normal,8,3,1,normal,large,small,Chinese,pork,SET,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,40-44,tall,normal,1,3,4,5,2,2,2,2,3,2,6,1,2,2,4,5,2,2,2,3,3,3,3,2,3,2,2,2,3,2,3,4,2,2,3,3,2,2,3,4,3,3,2,3,2,2,2,3,normal,hungry
8-7-full,8,7,1,full,large,large,Chinese,none,MEN,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,40-44,tall,normal,1,3,4,5,2,2,2,2,3,2,6,1,2,2,4,5,2,2,2,3,3,3,3,2,3,2,2,2,3,2,3,4,2,2,3,3,2,2,3,4,3,3,2,3,2,2,2,3,full,hungry
8-7-hungry,8,7,0,hungry,large,large,Chinese,none,MEN,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,40-44,tall,normal,1,3,4,5,2,2,2,2,3,2,6,1,2,2,4,5,2,2,2,3,3,3,3,2,3,2,2,2,3,2,3,4,2,2,3,3,2,2,3,4,3,3,2,3,2,2,2,3,NA,hungry
8-7-normal,8,7,1,normal,large,large,Chinese,none,MEN,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,40-44,tall,normal,1,3,4,5,2,2,2,2,3,2,6,1,2,2,4,5,2,2,2,3,3,3,3,2,3,2,2,2,3,2,3,4,2,2,3,3,2,2,3,4,3,3,2,3,2,2,2,3,normal,hungry
8-11-normal,8,11,1,normal,large,large,Japanese,none,DON,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,40-44,tall,normal,1,3,4,5,2,2,2,2,3,2,6,1,2,2,4,5,2,2,2,3,3,3,3,2,3,2,2,2,3,2,3,4,2,2,3,3,2,2,3,4,3,3,2,3,2,2,2,3,normal,hungry
8-11-hungry,8,11,0,hungry,large,large,Japanese,none,DON,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,40-44,tall,normal,1,3,4,5,2,2,2,2,3,2,6,1,2,2,4,5,2,2,2,3,3,3,3,2,3,2,2,2,3,2,3,4,2,2,3,3,2,2,3,4,3,3,2,3,2,2,2,3,NA,hungry
