54,42,1,7,19,13,1
110,9,3,7,19,16,1
158,126,5,7,10,17,1
159,127,3,8,19,17,1
89,45,5,7,19,17,1
14,128,5,8,19,17,1
123,130,1,8,10,13,1
106,21,3,8,10,16,1
162,134,2,7,19,17,1
89,3,1,7,19,13,1
164,3,5,7,19,19,1
165,135,1,7,19,17,1
71,16,2,7,19,13,1
45,137,3,7,19,19,1
167,138,2,7,19,17,1
78,5,5,7,19,16,1
38,33,3,8,19,19,1
168,26,5,7,19,19,1
97,140,1,8,10,11,1
170,21,1,8,19,16,1
70,25,5,7,19,13,1
80,25,3,8,19,16,1
157,142,1,8,19,13,1
92,16,6,7,10,16,1
10,5,1,7,19,19,1
171,144,1,7,19,14,1
87,146,3,7,19,13,1
173,26,3,7,9,17,1
157,33,5,7,19,13,1
175,147,6,8,19,19,1
40,21,5,8,10,19,1
176,21,6,8,19,19,1
74,148,5,7,9,17,1
91,102,1,7,19,17,1
177,149,1,7,19,17,1
178,25,5,8,19,13,1
33,39,6,7,19,17,1
180,9,2,7,19,17,1
181,0,2,8,19,17,1
183,153,6,7,19,17,1
185,16,1,7,19,16,1
186,16,1,7,19,13,1
130,5,3,7,19,13,1
51,25,5,7,19,19,1
117,156,5,8,19,17,1
189,157,3,7,9,13,1
173,25,3,7,19,17,1
46,3,5,8,19,17,1
190,20,0,8,19,17,1
191,16,5,7,19,13,1
143,39,1,7,19,19,1
193,159,5,7,19,19,1
194,45,5,7,19,16,1
195,161,1,7,19,19,1
108,25,1,7,10,14,1
194,9,1,7,10,17,1
138,162,2,7,19,17,1
196,163,1,8,19,13,1
197,164,3,7,19,13,1
151,165,3,8,19,13,1
41,166,5,8,19,13,1
1,11,1,8,19,17,1
78,167,3,7,19,16,1
198,65,4,8,10,13,1
5,11,3,8,10,13,1
168,168,5,7,19,13,1
130,102,5,7,19,17,1
200,170,5,7,19,16,1
12,171,0,8,10,13,1
201,16,1,8,19,17,1
34,11,4,8,19,13,1
181,21,3,7,19,17,1
64,16,0,7,9,19,1
131,172,5,7,19,13,1
108,173,4,7,10,14,1
86,175,1,8,19,11,1
159,102,3,7,19,17,1
176,114,2,7,19,19,1
187,176,6,7,19,11,1
1,17,6,7,19,19,1
131,59,6,7,19,17,1
202,177,5,7,19,13,1
203,3,3,7,19,19,1
189,9,5,8,19,13,1
204,178,5,8,19,13,1
205,11,3,7,19,13,1
206,110,0,7,19,17,1
125,78,2,7,10,17,1
207,179,1,7,10,13,1
208,180,3,7,19,17,1
211,182,3,7,19,19,1
153,33,0,7,19,13,1
212,33,6,8,19,13,1
213,183,6,7,19,17,1
52,184,1,8,10,17,1
170,185,0,8,10,17,1
52,186,1,8,19,17,1
150,26,2,8,19,16,1
216,187,1,8,10,11,1
55,21,4,8,19,19,1
217,189,1,7,19,13,1
218,33,5,7,19,14,1
219,190,6,7,19,18,1
218,33,6,7,19,13,1
220,25,5,7,10,17,1
43,78,5,8,19,17,1
221,25,5,8,19,13,1
222,21,3,7,10,13,1
223,25,5,7,19,13,1
189,59,3,7,9,19,1
224,44,1,7,19,17,1
225,103,5,7,19,17,1
226,28,1,7,9,17,1
169,191,3,8,19,17,1
130,192,3,7,19,17,1
85,136,1,8,19,17,1
223,44,5,8,19,17,1
98,3,3,8,19,11,1
227,33,1,7,19,19,1
80,59,1,7,9,17,1
5,11,3,8,10,17,1
228,16,5,7,19,13,1
66,150,5,8,19,19,1
229,195,0,7,19,13,1
231,143,4,8,19,13,1
232,20,0,7,19,17,1
86,11,4,7,19,13,1
233,197,5,8,19,17,1
234,21,6,8,19,17,1
153,198,2,7,19,17,1
93,199,6,8,19,13,1
120,79,6,8,19,17,1
22,26,6,7,19,17,1
32,17,3,7,9,13,1
68,200,5,7,19,17,1
120,201,6,8,19,11,1
42,21,2,7,19,17,1
65,202,1,7,19,17,1
209,203,3,7,19,13,1
138,16,4,8,19,17,1
186,16,1,7,19,17,1
24,16,5,7,19,11,1
235,204,3,7,19,19,1
33,138,2,7,19,11,1
101,16,1,7,19,11,1
236,205,1,7,19,19,1
20,18,2,7,19,17,1
186,33,1,7,19,13,1
184,16,2,7,19,16,1
237,17,1,7,19,11,1
232,20,5,8,19,17,1
26,5,1,7,19,17,1
17,207,3,7,19,17,1
163,5,1,8,19,17,1
25,209,5,8,19,19,1
33,40,2,7,19,13,1
230,5,2,7,19,13,1
71,16,2,8,10,16,1
160,129,5,7,19,19,1
241,209,6,7,19,17,1
242,102,5,7,19,17,1
98,21,5,7,19,11,1
161,212,2,7,19,17,1
45,39,5,7,19,13,1
222,21,4,8,19,19,1
244,213,6,8,19,19,1
87,215,3,8,19,17,1
245,216,5,7,19,13,1
157,65,5,7,19,13,1
247,217,2,8,19,17,1
248,103,4,7,19,17,1
249,40,6,7,10,19,1
93,187,6,7,19,13,1
91,16,6,7,10,14,1
71,16,5,8,10,19,1
206,110,5,8,19,17,1
14,11,1,7,19,17,1
73,21,5,8,19,19,1
138,74,6,8,19,11,1
250,5,4,7,19,19,1
251,220,5,7,19,17,1
252,5,5,8,19,17,1
110,40,2,8,19,16,1
253,221,6,7,19,13,1
254,222,1,7,19,13,1
255,58,3,7,19,19,1
187,224,3,7,19,11,1
256,21,5,8,19,19,1
39,225,6,7,10,11,1
34,11,3,7,19,16,1
26,5,3,8,19,17,1
2,45,3,7,10,17,1
50,25,1,8,19,17,1
85,113,4,8,19,14,1
3,21,3,7,19,17,1
85,195,5,7,19,17,1
260,33,1,7,19,17,1
150,228,0,7,19,16,1
261,229,1,7,19,17,1
142,17,2,8,10,13,1
40,231,5,8,10,17,1
263,232,4,7,19,17,1
91,25,5,8,10,19,1
167,5,5,7,19,11,1
77,14,5,7,19,13,1
126,233,3,8,19,17,1
264,16,1,8,10,17,1
265,21,3,7,19,17,1
266,234,4,7,19,19,1
100,235,2,7,19,17,1
232,236,6,7,19,17,1
33,237,2,7,19,13,1
267,78,2,7,19,13,1
85,238,5,7,19,14,1
268,239,6,7,10,17,1
269,21,3,7,19,13,1
252,16,3,8,19,16,1
49,240,3,7,19,17,1
270,17,4,8,10,13,1
70,25,3,8,19,19,1
92,56,3,7,19,11,1
87,25,2,7,19,17,1
184,241,1,7,10,16,1
93,242,6,7,19,13,1
215,243,0,7,19,17,1
272,16,5,7,19,17,1
273,25,0,7,19,11,1
134,244,5,7,10,16,1
274,245,4,7,19,18,1
90,102,5,8,19,13,1
244,195,5,8,19,19,1
275,26,5,7,10,19,1
8,21,4,7,19,14,1
255,58,2,7,19,19,1
125,166,4,7,10,17,1
15,246,5,8,19,19,1
78,247,3,7,19,14,1
276,248,1,7,19,17,1
72,25,5,7,19,19,1
231,249,4,8,19,13,1
116,250,6,7,19,19,1
77,251,1,7,9,16,1
277,21,5,7,10,13,1
278,21,3,8,19,17,1
2,5,3,7,10,17,1
243,25,1,8,19,13,1
134,244,2,7,19,11,1
197,21,6,8,19,13,1
174,35,4,7,10,17,1
271,15,3,8,19,13,1
91,5,5,8,19,14,1
87,17,1,7,19,13,1
279,221,3,7,19,17,1
37,25,6,8,19,16,1
87,254,4,8,19,17,1
48,38,2,7,9,13,1
175,256,5,7,19,19,1
86,25,4,7,19,17,1
223,25,6,8,19,17,1
281,5,3,8,19,19,1
201,21,1,7,19,17,1
42,21,1,7,19,13,1
283,257,3,8,10,12,1
50,258,5,7,19,11,1
55,92,2,7,19,17,1
271,16,5,7,19,13,1
89,25,4,8,19,14,1
195,16,0,7,19,16,1
284,3,5,7,19,17,1
159,259,3,8,19,13,1
285,56,1,7,19,13,1
219,260,4,8,19,17,1
172,35,2,7,10,17,1
153,198,0,7,19,17,1
32,21,0,7,10,13,1
126,262,6,7,19,17,1
114,21,1,7,10,17,1
56,155,5,7,19,13,1
287,3,5,7,19,19,1
117,264,3,7,19,13,1
127,246,3,7,9,17,1
64,40,0,7,19,19,1
288,149,5,8,19,19,1
155,221,6,7,19,17,1
42,21,2,7,19,17,1
215,265,1,7,19,13,1
68,35,1,7,19,13,1
18,9,5,8,19,19,1
212,266,6,8,19,13,1
290,246,1,7,19,16,1
174,25,1,8,10,17,1
246,21,1,7,19,17,1
89,168,5,7,10,16,1
138,268,1,7,19,11,1
5,25,3,8,10,17,1
292,16,3,7,19,19,1
66,270,3,8,19,13,1
293,271,4,7,19,13,1
294,272,3,7,10,16,1
91,16,3,7,19,12,1
33,275,2,7,19,13,1
33,69,6,7,19,11,1
188,276,3,7,10,17,1
295,277,5,8,19,16,1
296,58,2,7,10,11,1
78,56,5,7,19,16,1
297,25,3,7,19,13,1
71,280,6,7,19,18,1
293,271,3,8,19,13,1
93,192,2,8,19,13,1
298,21,2,8,9,17,1
175,281,5,7,19,19,1
114,229,1,8,19,13,1
254,282,6,7,10,13,1
186,283,5,7,19,17,1
300,5,6,7,19,19,1
301,17,1,7,10,17,1
302,94,5,7,19,13,1
272,284,1,7,19,19,1
87,25,1,7,19,11,1
303,21,2,7,19,17,1
74,25,4,8,9,17,1
154,16,3,7,19,16,1
135,16,2,7,19,19,1
291,285,6,7,19,13,1
304,16,2,7,19,19,1
176,287,3,7,19,19,1
305,288,3,7,19,16,1
17,10,2,7,19,14,1
133,21,6,8,10,13,1
158,126,5,7,19,17,1
143,39,2,7,19,19,1
7,290,1,7,19,11,1
55,92,3,7,19,19,1
51,292,3,7,10,17,1
77,102,2,7,9,19,1
91,5,3,7,19,12,1
153,29,0,7,19,17,1
257,21,6,7,19,17,1
306,293,2,7,19,19,1
282,21,5,8,19,11,1
174,294,0,7,10,13,1
307,181,5,7,19,17,1
308,9,1,8,19,17,1
262,5,3,7,19,13,1
309,5,4,7,19,17,1
143,21,5,8,19,17,1
98,16,2,8,19,17,1
291,269,2,8,19,13,1
184,296,3,8,19,17,1
85,40,5,7,19,13,1
7,31,1,7,19,11,1
62,5,5,8,19,14,1
136,17,2,8,19,19,1
110,40,1,7,19,16,1
246,111,5,7,19,17,1
272,299,5,7,19,17,1
311,205,0,7,19,13,1
291,300,3,7,19,17,1
312,17,2,7,19,17,1
62,16,6,7,19,14,1
87,25,5,7,19,13,1
303,73,0,7,9,13,1
37,301,3,8,19,13,1
287,302,3,7,19,19,1
102,304,2,7,9,16,1
14,209,5,8,19,13,1
87,25,2,7,19,17,1
178,306,1,7,10,17,1
145,167,5,7,19,17,1
215,307,5,7,19,11,1
43,308,6,7,19,13,1
98,266,1,7,19,17,1
128,309,5,7,19,11,1
176,25,5,7,19,19,1
15,311,0,7,19,11,1
168,5,3,7,19,17,1
313,312,2,7,19,17,1
37,313,3,7,10,17,1
315,21,5,7,19,19,1
166,103,3,7,9,13,1
316,44,6,7,10,17,1
89,314,3,8,19,13,1
90,316,3,8,9,16,1
239,317,5,7,19,17,1
317,318,5,8,19,17,1
15,319,1,7,19,17,1
39,26,3,7,10,17,1
55,25,1,7,19,19,1
87,11,2,7,19,17,1
174,35,0,8,10,17,1
74,16,3,8,19,11,1
133,26,6,7,19,13,1
102,25,6,7,10,17,1
37,320,3,8,19,17,1
318,305,2,7,19,17,1
38,33,1,8,19,16,1
10,5,5,7,19,19,1
239,321,4,7,19,16,1
86,322,4,8,19,16,1
310,209,2,8,19,14,1
319,69,5,7,10,17,1
87,64,2,7,19,17,1
87,16,5,7,19,17,1
12,24,3,7,19,19,1
320,132,6,7,10,13,1
105,39,5,8,19,11,1
271,15,5,7,19,17,1
33,323,6,7,19,13,1
187,65,4,8,19,11,1
323,25,6,7,19,17,1
87,21,2,7,19,13,1
324,326,1,7,19,17,1
325,25,6,7,19,17,1
123,17,5,7,10,13,1
64,5,4,7,9,17,1
192,327,3,7,19,13,1
326,155,6,8,10,13,1
86,16,2,7,19,17,1
327,271,5,7,19,18,1
296,9,5,8,19,16,1
329,329,2,8,19,16,1
165,33,6,8,19,17,1
60,25,0,7,10,14,1
276,248,3,7,19,17,1
330,30,1,7,19,19,1
111,132,6,7,19,19,1
108,21,3,7,10,17,1
78,330,5,8,19,14,1
279,331,2,7,19,17,1
331,332,5,7,19,13,1
98,333,3,8,19,11,1
332,334,5,7,19,17,1
10,35,5,8,19,19,1
89,25,3,8,19,14,1
143,178,5,7,19,16,1
7,197,1,7,19,17,1
91,335,1,7,10,14,1
70,336,6,7,19,16,1
187,136,1,7,19,11,1
243,298,3,8,19,16,1
31,25,6,7,10,17,1
45,201,5,7,19,13,1
74,9,3,7,9,17,1
176,78,5,7,19,19,1
16,110,4,8,19,17,1
257,301,2,7,19,13,1
138,337,5,7,19,13,1
67,38,3,8,19,19,1
262,204,3,7,19,19,1
230,339,1,7,19,13,1
34,262,5,7,19,16,1
172,17,5,7,10,11,1
1,5,5,8,19,13,1
133,17,3,7,19,13,1
326,340,3,7,10,17,1
208,17,1,7,19,16,1
275,33,1,7,19,17,1
334,65,3,7,19,13,1
130,9,5,7,19,17,1
120,141,6,8,19,16,1
335,341,3,7,19,19,1
336,5,5,8,19,19,1
41,59,5,8,19,13,1
52,262,1,8,10,13,1
292,342,5,7,19,19,1
195,343,1,8,19,13,1
75,219,4,8,10,13,1
41,344,5,8,19,13,1
32,5,3,7,9,13,1
1,1,5,7,19,17,1
180,9,1,8,19,13,1
337,29,1,7,19,11,1
113,5,2,7,9,17,1
56,25,6,7,19,13,1
49,5,5,8,10,13,1
163,39,5,7,19,19,1
269,136,3,8,19,13,1
153,346,5,7,19,19,1
338,25,4,7,10,17,1
166,209,3,7,10,13,1
174,347,3,8,19,17,1
209,349,3,7,19,13,1
4,8,1,8,19,14,1
342,350,5,7,19,17,1
343,71,5,8,19,17,1
212,351,6,8,19,13,1
89,45,0,7,19,17,1
344,352,5,7,19,19,1
271,353,2,8,19,13,1
195,354,3,7,19,16,1
142,5,6,8,19,19,1
128,16,2,7,19,11,1
91,11,2,7,19,12,1
126,355,5,8,19,17,1
345,329,0,7,19,17,1
181,136,3,7,19,17,1
64,16,6,7,9,17,1
92,17,4,8,10,17,1
346,356,6,7,19,11,1
43,358,3,7,19,17,1
41,74,5,7,19,13,1
300,275,4,8,19,19,1
198,21,3,8,10,17,1
248,80,5,7,19,17,1
347,359,5,8,19,17,1
89,168,3,8,19,17,1
33,16,6,7,19,11,1
245,102,2,7,19,17,1
216,360,1,8,10,11,1
49,229,4,8,19,17,1
90,16,2,8,9,13,1
138,103,3,7,19,17,1
348,16,2,7,9,13,1
98,361,3,8,19,11,1
349,362,5,7,19,19,1
350,363,4,7,19,19,1
140,364,6,7,19,19,1
26,16,3,7,9,17,1
338,365,6,7,10,17,1
135,25,6,8,19,17,1
49,65,1,7,19,13,1
329,366,3,7,19,16,1
96,92,1,7,10,13,1
272,367,6,7,19,16,1
157,369,3,7,19,17,1
351,26,1,7,19,17,1
352,370,6,7,19,13,1
85,67,5,7,19,16,1
87,21,5,8,19,16,1
243,25,6,8,10,19,1
158,371,3,8,19,17,1
24,372,1,7,19,13,1
68,16,1,7,19,17,1
12,338,2,8,19,13,1
18,9,3,7,19,19,1
91,14,5,7,10,17,1
141,374,4,7,19,16,1
163,5,6,7,19,17,1
90,316,5,7,9,11,1
296,58,1,7,10,17,1
29,22,1,8,19,17,1
133,17,5,8,19,17,1
14,25,5,8,19,17,1
213,15,5,7,19,19,1
29,375,5,7,19,13,1
55,333,5,8,19,16,1
302,16,5,8,10,17,1
38,376,4,7,9,17,1
90,67,1,7,9,13,1
2,21,3,7,19,17,1
113,377,3,8,19,17,1
314,56,5,8,19,19,1
243,25,5,7,19,19,1
2,17,1,7,10,17,1
37,378,3,7,10,16,1
193,88,4,7,19,19,1
356,379,1,8,10,17,1
93,380,6,7,19,13,1
77,382,5,7,10,11,1
168,5,1,8,19,13,1
117,5,3,7,19,17,1
262,384,3,7,19,19,1
15,78,3,7,19,11,1
140,58,3,7,19,19,1
359,5,3,8,19,11,1
130,386,3,7,19,13,1
360,21,3,7,19,17,1
361,16,2,7,19,13,1
108,21,2,7,10,13,1
106,59,3,7,19,17,1
159,138,3,8,19,17,1
85,63,4,7,19,16,1
59,301,5,8,19,19,1
167,11,2,7,19,11,1
52,186,3,7,19,13,1
52,186,5,7,19,17,1
87,391,5,8,19,17,1
365,21,2,7,19,13,1
60,392,5,7,19,16,1
279,393,1,7,19,17,1
108,9,5,7,10,17,1
365,98,3,7,19,13,1
14,21,5,8,19,19,1
95,394,3,7,19,19,1
366,395,2,7,19,17,1
356,14,1,7,10,16,1
64,25,3,7,9,17,1
240,17,5,7,9,16,1
49,16,1,8,10,13,1
70,397,5,7,19,17,1
135,167,6,7,10,13,1
89,16,0,7,10,17,1
46,246,5,7,19,17,1
355,9,3,7,19,17,1
74,128,3,7,9,11,1
92,16,3,7,19,11,1
37,399,4,7,19,13,1
248,103,5,8,19,19,1
200,65,5,8,19,17,1
32,59,3,8,19,13,1
62,33,2,7,19,14,1
140,58,6,8,19,13,1
310,9,2,8,19,13,1
45,31,5,7,19,13,1
98,5,3,7,19,11,1
142,17,5,8,10,13,1
212,5,6,8,19,17,1
68,214,6,8,19,17,1
10,5,4,8,19,13,1
219,400,6,7,19,18,1
22,20,5,8,19,13,1
48,5,0,7,10,13,1
23,401,4,8,10,17,1
185,402,5,8,19,17,1
264,403,1,7,19,17,1
246,405,4,7,19,13,1
77,78,5,7,10,17,1
91,114,6,7,10,14,1
85,63,5,8,19,16,1
167,407,1,7,19,11,1
239,205,3,7,19,17,1
232,21,2,8,19,17,1
257,92,6,7,19,16,1
1,5,3,7,19,17,1
41,65,5,7,19,17,1
81,301,1,7,19,17,1
166,136,6,7,10,17,1
220,5,5,7,19,16,1
370,409,5,7,19,18,1
295,20,6,7,19,13,1
91,25,3,7,19,19,1
91,5,3,7,19,14,1
37,3,3,7,19,17,1
240,410,5,7,9,13,1
32,5,3,7,10,19,1
372,25,5,7,19,19,1
48,5,2,8,10,17,1
48,34,6,7,10,13,1
12,412,6,7,10,17,1
23,25,6,7,19,17,1
148,5,1,8,19,19,1
130,414,1,7,19,13,1
374,347,5,7,19,17,1
361,39,0,8,19,17,1
32,21,5,7,10,17,1
10,11,2,8,19,13,1
34,29,5,8,19,11,1
193,415,5,7,19,19,1
97,416,3,7,9,17,1
310,9,0,8,19,13,1
97,417,6,7,10,19,1
168,26,0,7,19,11,1
78,16,1,7,19,13,1
212,419,1,7,19,13,1
266,21,5,7,19,19,1
86,322,1,7,19,14,1
96,420,4,7,19,12,1
218,17,1,7,10,17,1
302,262,5,7,19,17,1
18,3,5,8,19,17,1
374,422,1,7,19,13,1
154,16,5,7,19,16,1
363,16,5,7,19,11,1
4,197,5,7,9,19,1
248,103,1,7,19,17,1
340,423,3,8,19,13,1
377,424,3,8,19,11,1
378,425,6,7,19,13,1
26,21,2,7,9,13,1
196,426,3,8,19,17,1
140,58,4,8,19,19,1
329,427,1,8,19,16,1
153,428,4,7,19,17,1
348,103,2,7,9,13,1
86,21,5,7,10,13,1
106,59,4,8,19,16,1
87,16,5,7,19,19,1
124,33,2,7,9,17,1
379,116,5,8,19,17,1
4,429,1,8,19,17,1
380,69,3,8,19,19,1
31,3,2,8,10,17,1
383,430,5,7,19,13,1
39,65,6,7,10,16,1
377,431,3,8,19,11,1
42,21,1,7,19,17,1
132,347,5,7,19,19,1
293,433,5,7,19,17,1
16,15,6,8,19,17,1
240,33,2,8,9,13,1
62,434,6,7,19,14,1
130,435,3,7,19,13,1
154,40,1,7,19,11,1
166,136,4,8,10,13,1
56,49,4,7,19,13,1
378,3,6,7,19,13,1
201,319,6,8,19,17,1
97,8,1,7,10,13,1
89,314,3,7,19,13,1
2,78,2,8,10,17,1
77,14,2,8,19,17,1
37,17,3,7,19,13,1
85,31,6,8,19,16,1
210,197,2,7,19,17,1
386,436,6,8,19,13,1
26,214,5,7,19,17,1
102,247,6,7,19,17,1
274,245,2,7,19,17,1
162,5,2,7,19,17,1
214,5,6,8,19,13,1
240,437,1,7,9,13,1
9,438,5,8,19,19,1
388,181,1,7,19,13,1
135,261,6,7,10,17,1
143,439,1,7,19,19,1
74,441,3,7,19,17,1
308,102,5,7,19,13,1
20,200,6,8,19,17,1
67,11,1,8,19,17,1
97,88,5,7,10,17,1
296,58,1,7,10,13,1
157,442,2,7,19,17,1
80,319,3,7,9,11,1
389,65,6,7,10,17,1
38,374,4,7,19,17,1
377,88,3,8,19,17,1
123,443,5,7,10,17,1
108,11,5,7,10,17,1
113,21,2,8,10,17,1
390,33,1,8,19,13,1
166,136,2,7,10,13,1
302,255,3,7,19,19,1
168,16,1,7,19,11,1
26,21,5,8,9,13,1
45,25,5,8,19,13,1
374,444,6,7,19,17,1
353,439,5,7,19,13,1
245,21,5,7,19,17,1
391,59,4,7,9,13,1
370,446,5,7,19,17,1
198,447,3,8,10,17,1
273,252,5,7,19,13,1
21,197,1,7,9,17,1
60,21,5,7,19,19,1
390,448,3,7,19,19,1
80,9,1,7,19,17,1
9,16,5,7,19,19,1
187,190,3,7,19,17,1
75,219,4,7,10,13,1
292,342,5,7,19,19,1
272,28,5,8,19,17,1
392,5,3,7,19,17,1
206,449,1,7,19,17,1
55,92,5,8,19,14,1
42,89,1,8,19,13,1
272,284,1,7,19,16,1
185,256,0,7,19,16,1
106,451,3,8,19,13,1
114,89,2,7,19,17,1
242,25,1,8,19,19,1
36,21,1,7,19,19,1
96,452,4,7,19,12,1
135,453,6,7,10,17,1
233,10,5,8,19,17,1
6,197,3,7,19,13,1
165,272,1,7,19,11,1
355,456,5,8,19,13,1
250,319,3,8,19,19,1
143,16,3,7,19,14,1
268,103,5,7,19,17,1
296,58,6,7,10,14,1
89,167,3,7,19,14,1
108,42,5,8,10,17,1
238,206,6,8,19,19,1
48,5,5,8,9,13,1
213,459,5,7,19,13,1
344,460,5,7,19,19,1
293,25,5,7,19,13,1
86,14,5,8,10,13,1
39,26,2,7,9,13,1
39,26,1,7,10,19,1
74,148,5,8,19,19,1
143,39,5,7,19,13,1
230,59,3,7,19,17,1
310,65,6,8,19,19,1
135,17,5,7,19,13,1
395,461,6,8,19,17,1
188,17,5,7,10,13,1
397,462,2,7,19,19,1
130,386,3,7,19,11,1
39,65,2,7,9,16,1
235,5,2,7,19,19,1
399,9,5,8,19,17,1
69,16,4,8,19,13,1
50,25,1,8,19,11,1
75,381,0,7,19,17,1
31,11,3,7,9,17,1
400,25,1,8,19,18,1
389,78,5,8,10,13,1
92,56,5,7,10,16,1
208,261,6,7,19,13,1
74,16,3,7,9,17,1
87,16,5,7,19,16,1
178,25,3,8,19,13,1
159,464,3,8,19,17,1
10,114,5,7,19,17,1
269,465,3,7,19,13,1
14,21,5,8,19,17,1
187,21,2,7,19,17,1
90,67,4,8,9,13,1
89,467,5,7,10,13,1
252,5,6,8,10,17,1
247,40,1,8,19,13,1
184,21,3,7,10,13,1
304,468,5,7,19,19,1
394,469,6,7,19,16,1
71,66,2,7,19,17,1
310,20,1,8,19,13,1
60,21,3,8,10,16,1
199,169,6,7,19,17,1
102,21,5,8,10,17,1
165,49,4,8,19,11,1
113,5,5,7,19,17,1
110,40,1,7,19,17,1
61,470,3,8,19,19,1
